"cantidad","fecha_pedido","exceso","material"
0.028,2012-08-09,0.0004872,"001012523"
1.6e-05,2012-08-09,2.784e-07,"001012764"
0.08,2012-07-17,0.000544,"001012695"
0.1,2012-07-17,0.00068,"001012524"
0.025,2012-07-17,0.00017,"001012522"
9.74998,2012-07-17,0.066299864,"001012887"
0.035,2012-07-17,0.000238,"001012523"
2e-05,2012-07-17,1.36e-07,"001012764"
0.0528,2012-08-12,5.28e-05,"001012695"
0.066,2012-08-12,6.6e-05,"001012524"
0.0165,2012-08-12,1.65e-05,"001012522"
6.4349868,2012-08-12,0.0064349868,"001012887"
0.0231,2012-08-12,2.31e-05,"001012523"
1.32e-05,2012-08-12,1.32e-08,"001012764"
0.064,2012-06-14,0.0003072,"001012695"
0.08,2012-06-14,0.000384,"001012524"
0.02,2012-06-14,9.6e-05,"001012522"
7.799984,2012-06-14,0.0374399232,"001012887"
0.028,2012-06-14,0.0001344,"001012523"
1.6e-05,2012-06-14,7.68e-08,"001012764"
0.0528,2012-06-24,1.584e-05,"001012695"
0.066,2012-06-24,1.98e-05,"001012524"
0.0165,2012-06-24,4.95e-06,"001012522"
6.4349868,2012-06-24,0.00193049604,"001012887"
0.0231,2012-06-24,6.93e-06,"001012523"
1.32e-05,2012-06-24,3.96e-09,"001012764"
0.064,2012-06-28,0.0012096,"001012695"
0.08,2012-06-28,0.001512,"001012524"
0.02,2012-06-28,0.000378,"001012522"
7.799984,2012-06-28,0.1474196976,"001012887"
0.028,2012-06-28,0.0005292,"001012523"
1.6e-05,2012-06-28,3.024e-07,"001012764"
0.0528,2012-06-17,0.00062832,"001012695"
0.066,2012-06-17,0.0007854,"001012524"
0.0165,2012-06-17,0.00019635,"001012522"
6.4349868,2012-06-17,0.07657634292,"001012887"
0.0231,2012-06-17,0.00027489,"001012523"
1.32e-05,2012-06-17,1.5708e-07,"001012764"
0.064,2012-06-07,0.0003264,"001012695"
0.08,2012-06-07,0.000408,"001012524"
0.02,2012-06-07,0.000102,"001012522"
7.799984,2012-06-07,0.0397799184,"001012887"
0.028,2012-06-07,0.0001428,"001012523"
1.6e-05,2012-06-07,8.16e-08,"001012764"
0.064,2012-06-20,0.0012736,"001012695"
0.08,2012-06-20,0.001592,"001012524"
0.02,2012-06-20,0.000398,"001012522"
7.799984,2012-06-20,0.1552196816,"001012887"
0.028,2012-06-20,0.0005572,"001012523"
1.6e-05,2012-06-20,3.184e-07,"001012764"
0.064,2012-07-25,0.000384,"001012695"
0.08,2012-07-25,0.00048,"001012524"
0.02,2012-07-25,0.00012,"001012522"
7.799984,2012-07-25,0.046799904,"001012887"
0.028,2012-07-25,0.000168,"001012523"
1.6e-05,2012-07-25,9.6e-08,"001012764"
0.025,2012-07-03,0.0001675,"001012522"
0.035,2012-07-03,0.0002345,"001012524"
0.08,2012-07-03,0.000536,"001012695"
2e-05,2012-07-03,1.34e-07,"001012764"
0.1,2012-07-03,0.00067,"001012525"
9.74998,2012-07-03,0.065324866,"001012887"
0.025,2012-07-05,0.0001825,"001012522"
0.035,2012-07-05,0.0002555,"001012524"
0.08,2012-07-05,0.000584,"001012695"
2e-05,2012-07-05,1.46e-07,"001012764"
0.1,2012-07-05,0.00073,"001012525"
9.74998,2012-07-05,0.071174854,"001012887"
0.025,2012-07-17,0.0001575,"001012522"
0.035,2012-07-17,0.0002205,"001012524"
0.08,2012-07-17,0.000504,"001012695"
2e-05,2012-07-17,1.26e-07,"001012764"
0.1,2012-07-17,0.00063,"001012525"
9.74998,2012-07-17,0.061424874,"001012887"
0.025,2012-07-12,0.000275,"001012522"
0.035,2012-07-12,0.000385,"001012524"
0.08,2012-07-12,0.00088,"001012695"
2e-05,2012-07-12,2.2e-07,"001012764"
0.1,2012-07-12,0.0011,"001012525"
9.74998,2012-07-12,0.10724978,"001012887"
0.025,2012-07-08,0.00027,"001012522"
0.035,2012-07-08,0.000378,"001012524"
0.08,2012-07-08,0.000864,"001012695"
2e-05,2012-07-08,2.16e-07,"001012764"
0.1,2012-07-08,0.00108,"001012525"
9.74998,2012-07-08,0.105299784,"001012887"
0.025,2012-07-10,0.00012,"001012522"
0.035,2012-07-10,0.000168,"001012524"
0.08,2012-07-10,0.000384,"001012695"
2e-05,2012-07-10,9.6e-08,"001012764"
0.1,2012-07-10,0.00048,"001012525"
9.74998,2012-07-10,0.046799904,"001012887"
0.025,2012-07-19,1e-04,"001012522"
0.035,2012-07-19,0.00014,"001012524"
0.08,2012-07-19,0.00032,"001012695"
2e-05,2012-07-19,8e-08,"001012764"
0.1,2012-07-19,4e-04,"001012525"
9.74998,2012-07-19,0.03899992,"001012887"
0.025,2012-07-01,5.25e-05,"001012522"
0.035,2012-07-01,7.35e-05,"001012524"
0.08,2012-07-01,0.000168,"001012695"
2e-05,2012-07-01,4.2e-08,"001012764"
0.1,2012-07-01,0.00021,"001012525"
9.74998,2012-07-01,0.020474958,"001012887"
0.12,2012-07-17,0.00192,"001012514"
0.02,2012-07-17,0.00032,"001012545"
0.03,2012-07-17,0.00048,"001012543"
9.74998,2012-07-17,0.15599968,"001012887"
0.08,2012-07-17,0.00128,"001012695"
2e-05,2012-07-17,3.2e-07,"001012764"
0.144,2012-05-21,0.0028512,"001012514"
0.024,2012-05-21,0.0004752,"001012545"
0.036,2012-05-21,0.0007128,"001012543"
11.699976,2012-05-21,0.2316595248,"001012887"
0.096,2012-05-21,0.0019008,"001012695"
2.4e-05,2012-05-21,4.752e-07,"001012764"
0.18,2012-07-15,7.2e-05,"001012514"
0.03,2012-07-15,1.2e-05,"001012545"
0.045,2012-07-15,1.8e-05,"001012543"
14.62497,2012-07-15,0.005849988,"001012887"
0.12,2012-07-15,4.8e-05,"001012695"
3e-05,2012-07-15,1.2e-08,"001012764"
0.156,2012-06-10,0.0001248,"001012514"
0.026,2012-06-10,2.08e-05,"001012545"
0.039,2012-06-10,3.12e-05,"001012543"
12.674974,2012-06-10,0.0101399792,"001012887"
0.104,2012-06-10,8.32e-05,"001012695"
2.6e-05,2012-06-10,2.08e-08,"001012764"
0.156,2012-05-25,0.001014,"001012514"
0.026,2012-05-25,0.000169,"001012545"
0.039,2012-05-25,0.0002535,"001012543"
12.674974,2012-05-25,0.082387331,"001012887"
0.104,2012-05-25,0.000676,"001012695"
2.6e-05,2012-05-25,1.69e-07,"001012764"
0.156,2012-06-07,0.0027456,"001012514"
0.026,2012-06-07,0.0004576,"001012545"
0.039,2012-06-07,0.0006864,"001012543"
12.674974,2012-06-07,0.2230795424,"001012887"
0.104,2012-06-07,0.0018304,"001012695"
2.6e-05,2012-06-07,4.576e-07,"001012764"
0.156,2012-08-16,0.0007644,"001012514"
0.026,2012-08-16,0.0001274,"001012545"
0.039,2012-08-16,0.0001911,"001012543"
12.674974,2012-08-16,0.0621073726,"001012887"
0.104,2012-08-16,0.0005096,"001012695"
2.6e-05,2012-08-16,1.274e-07,"001012764"
0.156,2012-07-26,0.0008268,"001012514"
0.026,2012-07-26,0.0001378,"001012545"
0.039,2012-07-26,0.0002067,"001012543"
12.674974,2012-07-26,0.0671773622,"001012887"
0.104,2012-07-26,0.0005512,"001012695"
2.6e-05,2012-07-26,1.378e-07,"001012764"
0.156,2012-06-01,0.0016692,"001012514"
0.026,2012-06-01,0.0002782,"001012545"
0.039,2012-06-01,0.0004173,"001012543"
12.674974,2012-06-01,0.1356222218,"001012887"
0.104,2012-06-01,0.0011128,"001012695"
2.6e-05,2012-06-01,2.782e-07,"001012764"
0.12,2012-07-05,0.002316,"001012514"
0.02,2012-07-05,0.000386,"001012545"
0.03,2012-07-05,0.000579,"001012543"
9.74998,2012-07-05,0.188174614,"001012887"
0.08,2012-07-05,0.001544,"001012695"
2e-05,2012-07-05,3.86e-07,"001012764"
0.144,2012-05-21,0.0015984,"001012514"
0.024,2012-05-21,0.0002664,"001012545"
0.036,2012-05-21,0.0003996,"001012543"
11.699976,2012-05-21,0.1298697336,"001012887"
0.096,2012-05-21,0.0010656,"001012695"
2.4e-05,2012-05-21,2.664e-07,"001012764"
0.12,2012-07-10,0.001248,"001012514"
0.02,2012-07-10,0.000208,"001012545"
0.03,2012-07-10,0.000312,"001012543"
9.74998,2012-07-10,0.101399792,"001012887"
0.08,2012-07-10,0.000832,"001012695"
2e-05,2012-07-10,2.08e-07,"001012764"
0.156,2012-08-16,0.0024492,"001012514"
0.026,2012-08-16,0.0004082,"001012545"
0.039,2012-08-16,0.0006123,"001012543"
12.674974,2012-08-16,0.1989970918,"001012887"
0.104,2012-08-16,0.0016328,"001012695"
2.6e-05,2012-08-16,4.082e-07,"001012764"
0.156,2012-06-14,0.0011076,"001012514"
0.026,2012-06-14,0.0001846,"001012545"
0.039,2012-06-14,0.0002769,"001012543"
12.674974,2012-06-14,0.0899923154,"001012887"
0.104,2012-06-14,0.0007384,"001012695"
2.6e-05,2012-06-14,1.846e-07,"001012764"
0.156,2012-07-29,0.0030732,"001012514"
0.026,2012-07-29,0.0005122,"001012545"
0.039,2012-07-29,0.0007683,"001012543"
12.674974,2012-07-29,0.2496969878,"001012887"
0.104,2012-07-29,0.0020488,"001012695"
2.6e-05,2012-07-29,5.122e-07,"001012764"
0.156,2012-08-08,0.0009204,"001012514"
0.026,2012-08-08,0.0001534,"001012545"
0.039,2012-08-08,0.0002301,"001012543"
12.674974,2012-08-08,0.0747823466,"001012887"
0.104,2012-08-08,0.0006136,"001012695"
2.6e-05,2012-08-08,1.534e-07,"001012764"
0.156,2012-06-24,0.0021684,"001012514"
0.026,2012-06-24,0.0003614,"001012545"
0.039,2012-06-24,0.0005421,"001012543"
12.674974,2012-06-24,0.1761821386,"001012887"
0.104,2012-06-24,0.0014456,"001012695"
2.6e-05,2012-06-24,3.614e-07,"001012764"
0.156,2012-06-28,0.0011856,"001012514"
0.026,2012-06-28,0.0001976,"001012545"
0.039,2012-06-28,0.0002964,"001012543"
12.674974,2012-06-28,0.0963298024,"001012887"
0.104,2012-06-28,0.0007904,"001012695"
2.6e-05,2012-06-28,1.976e-07,"001012764"
0.156,2012-06-01,0.0012012,"001012514"
0.026,2012-06-01,0.0002002,"001012545"
0.039,2012-06-01,0.0003003,"001012543"
12.674974,2012-06-01,0.0975972998,"001012887"
0.104,2012-06-01,0.0008008,"001012695"
2.6e-05,2012-06-01,2.002e-07,"001012764"
0.12,2012-07-01,0.001428,"001012514"
0.02,2012-07-01,0.000238,"001012545"
0.03,2012-07-01,0.000357,"001012543"
9.74998,2012-07-01,0.116024762,"001012887"
0.08,2012-07-01,0.000952,"001012695"
2e-05,2012-07-01,2.38e-07,"001012764"
0.144,2012-05-14,0.0022032,"001012514"
0.024,2012-05-14,0.0003672,"001012545"
0.036,2012-05-14,0.0005508,"001012543"
11.699976,2012-05-14,0.1790096328,"001012887"
0.096,2012-05-14,0.0014688,"001012695"
2.4e-05,2012-05-14,3.672e-07,"001012764"
0.156,2012-08-01,0.0009828,"001012514"
0.026,2012-08-01,0.0001638,"001012545"
0.039,2012-08-01,0.0002457,"001012543"
12.674974,2012-08-01,0.0798523362,"001012887"
0.104,2012-08-01,0.0006552,"001012695"
2.6e-05,2012-08-01,1.638e-07,"001012764"
0.156,2012-08-16,0.0010296,"001012514"
0.026,2012-08-16,0.0001716,"001012545"
0.039,2012-08-16,0.0002574,"001012543"
12.674974,2012-08-16,0.0836548284,"001012887"
0.104,2012-08-16,0.0006864,"001012695"
2.6e-05,2012-08-16,1.716e-07,"001012764"
0.156,2012-06-21,0.0013572,"001012514"
0.026,2012-06-21,0.0002262,"001012545"
0.039,2012-06-21,0.0003393,"001012543"
12.674974,2012-06-21,0.1102722738,"001012887"
0.104,2012-06-21,0.0009048,"001012695"
2.6e-05,2012-06-21,2.262e-07,"001012764"
0.156,2012-07-25,9.36e-05,"001012514"
0.026,2012-07-25,1.56e-05,"001012545"
0.039,2012-07-25,2.34e-05,"001012543"
12.674974,2012-07-25,0.0076049844,"001012887"
0.104,2012-07-25,6.24e-05,"001012695"
2.6e-05,2012-07-25,1.56e-08,"001012764"
0.156,2012-07-25,0.000702,"001012514"
0.026,2012-07-25,0.000117,"001012545"
0.039,2012-07-25,0.0001755,"001012543"
12.674974,2012-07-25,0.057037383,"001012887"
0.104,2012-07-25,0.000468,"001012695"
2.6e-05,2012-07-25,1.17e-07,"001012764"
0.156,2012-06-20,0.0008424,"001012514"
0.026,2012-06-20,0.0001404,"001012545"
0.039,2012-06-20,0.0002106,"001012543"
12.674974,2012-06-20,0.0684448596,"001012887"
0.104,2012-06-20,0.0005616,"001012695"
2.6e-05,2012-06-20,1.404e-07,"001012764"
0.12,2012-07-15,0.001692,"001012514"
0.02,2012-07-15,0.000282,"001012545"
0.03,2012-07-15,0.000423,"001012543"
9.74998,2012-07-15,0.137474718,"001012887"
0.08,2012-07-15,0.001128,"001012695"
2e-05,2012-07-15,2.82e-07,"001012764"
0.156,2012-05-18,0.0025272,"001012514"
0.026,2012-05-18,0.0004212,"001012545"
0.039,2012-05-18,0.0006318,"001012543"
12.674974,2012-05-18,0.2053345788,"001012887"
0.104,2012-05-18,0.0016848,"001012695"
2.6e-05,2012-05-18,4.212e-07,"001012764"
0.156,2012-05-25,0.0026208,"001012514"
0.026,2012-05-25,0.0004368,"001012545"
0.039,2012-05-25,0.0006552,"001012543"
12.674974,2012-05-25,0.2129395632,"001012887"
0.104,2012-05-25,0.0017472,"001012695"
2.6e-05,2012-05-25,4.368e-07,"001012764"
0.156,2012-08-12,0.000468,"001012514"
0.026,2012-08-12,7.8e-05,"001012545"
0.039,2012-08-12,0.000117,"001012543"
12.674974,2012-08-12,0.038024922,"001012887"
0.104,2012-08-12,0.000312,"001012695"
2.6e-05,2012-08-12,7.8e-08,"001012764"
0.156,2012-08-16,0.000702,"001012514"
0.026,2012-08-16,0.000117,"001012545"
0.039,2012-08-16,0.0001755,"001012543"
12.674974,2012-08-16,0.057037383,"001012887"
0.104,2012-08-16,0.000468,"001012695"
2.6e-05,2012-08-16,1.17e-07,"001012764"
0.156,2012-06-13,0.000624,"001012514"
0.026,2012-06-13,0.000104,"001012545"
0.039,2012-06-13,0.000156,"001012543"
12.674974,2012-06-13,0.050699896,"001012887"
0.104,2012-06-13,0.000416,"001012695"
2.6e-05,2012-06-13,1.04e-07,"001012764"
0.156,2012-06-13,0.0003432,"001012514"
0.026,2012-06-13,5.72e-05,"001012545"
0.039,2012-06-13,8.58e-05,"001012543"
12.674974,2012-06-13,0.0278849428,"001012887"
0.104,2012-06-13,0.0002288,"001012695"
2.6e-05,2012-06-13,5.72e-08,"001012764"
0.156,2012-06-17,0.002106,"001012514"
0.026,2012-06-17,0.000351,"001012545"
0.039,2012-06-17,0.0005265,"001012543"
12.674974,2012-06-17,0.171112149,"001012887"
0.104,2012-06-17,0.001404,"001012695"
2.6e-05,2012-06-17,3.51e-07,"001012764"
0.156,2012-07-26,0.0023088,"001012514"
0.026,2012-07-26,0.0003848,"001012545"
0.039,2012-07-26,0.0005772,"001012543"
12.674974,2012-07-26,0.1875896152,"001012887"
0.104,2012-07-26,0.0015392,"001012695"
2.6e-05,2012-07-26,3.848e-07,"001012764"
0.156,2012-06-27,0.0029484,"001012514"
0.026,2012-06-27,0.0004914,"001012545"
0.039,2012-06-27,0.0007371,"001012543"
12.674974,2012-06-27,0.2395570086,"001012887"
0.104,2012-06-27,0.0019656,"001012695"
2.6e-05,2012-06-27,4.914e-07,"001012764"
0.156,2012-08-09,0.000702,"001012514"
0.026,2012-08-09,0.000117,"001012545"
0.039,2012-08-09,0.0001755,"001012543"
12.674974,2012-08-09,0.057037383,"001012887"
0.104,2012-08-09,0.000468,"001012695"
2.6e-05,2012-08-09,1.17e-07,"001012764"
0.12,2012-07-19,0.001128,"001012514"
0.02,2012-07-19,0.000188,"001012545"
0.03,2012-07-19,0.000282,"001012543"
9.74998,2012-07-19,0.091649812,"001012887"
0.08,2012-07-19,0.000752,"001012695"
2e-05,2012-07-19,1.88e-07,"001012764"
0.156,2012-05-18,0.0008424,"001012514"
0.026,2012-05-18,0.0001404,"001012545"
0.039,2012-05-18,0.0002106,"001012543"
12.674974,2012-05-18,0.0684448596,"001012887"
0.104,2012-05-18,0.0005616,"001012695"
2.6e-05,2012-05-18,1.404e-07,"001012764"
0.216,2012-06-01,0.0023112,"001012514"
0.036,2012-06-01,0.0003852,"001012545"
0.054,2012-06-01,0.0005778,"001012543"
17.549964,2012-06-01,0.1877846148,"001012887"
0.144,2012-06-01,0.0015408,"001012695"
3.6e-05,2012-06-01,3.852e-07,"001012764"
0.156,2012-06-20,0.0021684,"001012514"
0.026,2012-06-20,0.0003614,"001012545"
0.039,2012-06-20,0.0005421,"001012543"
12.674974,2012-06-20,0.1761821386,"001012887"
0.104,2012-06-20,0.0014456,"001012695"
2.6e-05,2012-06-20,3.614e-07,"001012764"
0.156,2012-06-14,0.0025896,"001012514"
0.026,2012-06-14,0.0004316,"001012545"
0.039,2012-06-14,0.0006474,"001012543"
12.674974,2012-06-14,0.2104045684,"001012887"
0.104,2012-06-14,0.0017264,"001012695"
2.6e-05,2012-06-14,4.316e-07,"001012764"
0.12,2012-07-03,0.001452,"001012514"
0.02,2012-07-03,0.000242,"001012545"
0.03,2012-07-03,0.000363,"001012543"
9.74998,2012-07-03,0.117974758,"001012887"
0.08,2012-07-03,0.000968,"001012695"
2e-05,2012-07-03,2.42e-07,"001012764"
0.156,2012-08-02,0.0022464,"001012514"
0.026,2012-08-02,0.0003744,"001012545"
0.039,2012-08-02,0.0005616,"001012543"
12.674974,2012-08-02,0.1825196256,"001012887"
0.104,2012-08-02,0.0014976,"001012695"
2.6e-05,2012-08-02,3.744e-07,"001012764"
0.156,2012-08-01,0.0029016,"001012514"
0.026,2012-08-01,0.0004836,"001012545"
0.039,2012-08-01,0.0007254,"001012543"
12.674974,2012-08-01,0.2357545164,"001012887"
0.104,2012-08-01,0.0019344,"001012695"
2.6e-05,2012-08-01,4.836e-07,"001012764"
0.12,2012-07-12,0.0012,"001012514"
0.02,2012-07-12,2e-04,"001012545"
0.03,2012-07-12,3e-04,"001012543"
9.74998,2012-07-12,0.0974998,"001012887"
0.08,2012-07-12,8e-04,"001012695"
2e-05,2012-07-12,2e-07,"001012764"
0.156,2012-06-27,0.0021996,"001012514"
0.026,2012-06-27,0.0003666,"001012545"
0.039,2012-06-27,0.0005499,"001012543"
12.674974,2012-06-27,0.1787171334,"001012887"
0.104,2012-06-27,0.0014664,"001012695"
2.6e-05,2012-06-27,3.666e-07,"001012764"
0.156,2012-07-22,0.0016692,"001012514"
0.026,2012-07-22,0.0002782,"001012545"
0.039,2012-07-22,0.0004173,"001012543"
12.674974,2012-07-22,0.1356222218,"001012887"
0.104,2012-07-22,0.0011128,"001012695"
2.6e-05,2012-07-22,2.782e-07,"001012764"
0.156,2012-05-28,0.0014976,"001012514"
0.026,2012-05-28,0.0002496,"001012545"
0.039,2012-05-28,0.0003744,"001012543"
12.674974,2012-05-28,0.1216797504,"001012887"
0.104,2012-05-28,0.0009984,"001012695"
2.6e-05,2012-05-28,2.496e-07,"001012764"
0.156,2012-08-09,0.0002496,"001012514"
0.026,2012-08-09,4.16e-05,"001012545"
0.039,2012-08-09,6.24e-05,"001012543"
12.674974,2012-08-09,0.0202799584,"001012887"
0.104,2012-08-09,0.0001664,"001012695"
2.6e-05,2012-08-09,4.16e-08,"001012764"
0.156,2012-08-05,0.0010296,"001012514"
0.026,2012-08-05,0.0001716,"001012545"
0.039,2012-08-05,0.0002574,"001012543"
12.674974,2012-08-05,0.0836548284,"001012887"
0.104,2012-08-05,0.0006864,"001012695"
2.6e-05,2012-08-05,1.716e-07,"001012764"
0.156,2012-08-02,0.0013104,"001012514"
0.026,2012-08-02,0.0002184,"001012545"
0.039,2012-08-02,0.0003276,"001012543"
12.674974,2012-08-02,0.1064697816,"001012887"
0.104,2012-08-02,0.0008736,"001012695"
2.6e-05,2012-08-02,2.184e-07,"001012764"
0.156,2012-06-28,0.0004212,"001012514"
0.026,2012-06-28,7.02e-05,"001012545"
0.039,2012-06-28,0.0001053,"001012543"
12.674974,2012-06-28,0.0342224298,"001012887"
0.104,2012-06-28,0.0002808,"001012695"
2.6e-05,2012-06-28,7.02e-08,"001012764"
0.12,2012-07-08,0.000492,"001012514"
0.02,2012-07-08,8.2e-05,"001012545"
0.03,2012-07-08,0.000123,"001012543"
9.74998,2012-07-08,0.039974918,"001012887"
0.08,2012-07-08,0.000328,"001012695"
2e-05,2012-07-08,8.2e-08,"001012764"
0.156,2012-06-04,0.0020124,"001012514"
0.026,2012-06-04,0.0003354,"001012545"
0.039,2012-06-04,0.0005031,"001012543"
12.674974,2012-06-04,0.1635071646,"001012887"
0.104,2012-06-04,0.0013416,"001012695"
2.6e-05,2012-06-04,3.354e-07,"001012764"
0.156,2012-06-07,1.56e-05,"001012514"
0.026,2012-06-07,2.6e-06,"001012545"
0.039,2012-06-07,3.9e-06,"001012543"
12.674974,2012-06-07,0.0012674974,"001012887"
0.104,2012-06-07,1.04e-05,"001012695"
2.6e-05,2012-06-07,2.6e-09,"001012764"
0.156,2012-06-21,0.0019968,"001012514"
0.026,2012-06-21,0.0003328,"001012545"
0.039,2012-06-21,0.0004992,"001012543"
12.674974,2012-06-21,0.1622396672,"001012887"
0.104,2012-06-21,0.0013312,"001012695"
2.6e-05,2012-06-21,3.328e-07,"001012764"
0.12,2012-07-15,0.00018,"001012514"
0.02,2012-07-15,3e-05,"001012545"
0.03,2012-07-15,4.5e-05,"001012543"
9.74998,2012-07-15,0.01462497,"001012887"
0.08,2012-07-15,0.00012,"001012695"
2e-05,2012-07-15,3e-08,"001012764"
0.144,2012-05-14,0.001224,"001012514"
0.024,2012-05-14,0.000204,"001012545"
0.036,2012-05-14,0.000306,"001012543"
11.699976,2012-05-14,0.099449796,"001012887"
0.096,2012-05-14,0.000816,"001012695"
2.4e-05,2012-05-14,2.04e-07,"001012764"
0.216,2012-05-28,0.0034776,"001012514"
0.036,2012-05-28,0.0005796,"001012545"
0.054,2012-05-28,0.0008694,"001012543"
17.549964,2012-05-28,0.2825544204,"001012887"
0.144,2012-05-28,0.0023184,"001012695"
3.6e-05,2012-05-28,5.796e-07,"001012764"
0.156,2012-08-08,0.0030108,"001012514"
0.026,2012-08-08,0.0005018,"001012545"
0.039,2012-08-08,0.0007527,"001012543"
12.674974,2012-08-08,0.2446269982,"001012887"
0.104,2012-08-08,0.0020072,"001012695"
2.6e-05,2012-08-08,5.018e-07,"001012764"
0.012,2012-07-29,0.0001188,"001012546"
0.072,2012-07-29,0.0007128,"001012514"
1.2e-05,2012-07-29,1.188e-07,"001012764"
5.849988,2012-07-29,0.0579148812,"001012887"
0.018,2012-07-29,0.0001782,"001012544"
0.048,2012-07-29,0.0004752,"001012695"
0.02,2012-07-31,0.000108,"001012546"
0.12,2012-07-31,0.000648,"001012514"
2e-05,2012-07-31,1.08e-07,"001012764"
9.74998,2012-07-31,0.052649892,"001012887"
0.03,2012-07-31,0.000162,"001012544"
0.08,2012-07-31,0.000432,"001012695"
0.01,2012-05-22,0.000172,"001012546"
0.06,2012-05-22,0.001032,"001012514"
1e-05,2012-05-22,1.72e-07,"001012764"
4.87499,2012-05-22,0.083849828,"001012887"
0.015,2012-05-22,0.000258,"001012544"
0.04,2012-05-22,0.000688,"001012695"
0.02,2012-05-16,0.000216,"001012546"
0.12,2012-05-16,0.001296,"001012514"
2e-05,2012-05-16,2.16e-07,"001012764"
9.74998,2012-05-16,0.105299784,"001012887"
0.03,2012-05-16,0.000324,"001012544"
0.08,2012-05-16,0.000864,"001012695"
0.02,2012-07-19,0.00033,"001012546"
0.12,2012-07-19,0.00198,"001012514"
2e-05,2012-07-19,3.3e-07,"001012764"
9.74998,2012-07-19,0.16087467,"001012887"
0.03,2012-07-19,0.000495,"001012544"
0.08,2012-07-19,0.00132,"001012695"
0.03,2012-06-26,0.000414,"001012546"
0.18,2012-06-26,0.002484,"001012514"
3e-05,2012-06-26,4.14e-07,"001012764"
14.62497,2012-06-26,0.201824586,"001012887"
0.045,2012-06-26,0.000621,"001012544"
0.12,2012-06-26,0.001656,"001012695"
0.024,2012-08-08,0.0004776,"001012546"
0.144,2012-08-08,0.0028656,"001012514"
2.4e-05,2012-08-08,4.776e-07,"001012764"
11.699976,2012-08-08,0.2328295224,"001012887"
0.036,2012-08-08,0.0007164,"001012544"
0.096,2012-08-08,0.0019104,"001012695"
0.022,2012-05-16,5.5e-05,"001012546"
0.132,2012-05-16,0.00033,"001012514"
2.2e-05,2012-05-16,5.5e-08,"001012764"
10.724978,2012-05-16,0.026812445,"001012887"
0.033,2012-05-16,8.25e-05,"001012544"
0.088,2012-05-16,0.00022,"001012695"
0.024,2012-06-27,0.0004512,"001012546"
0.144,2012-06-27,0.0027072,"001012514"
2.4e-05,2012-06-27,4.512e-07,"001012764"
11.699976,2012-06-27,0.2199595488,"001012887"
0.036,2012-06-27,0.0006768,"001012544"
0.096,2012-06-27,0.0018048,"001012695"
0.03,2012-07-24,0.00012,"001012546"
0.18,2012-07-24,0.00072,"001012514"
3e-05,2012-07-24,1.2e-07,"001012764"
14.62497,2012-07-24,0.05849988,"001012887"
0.045,2012-07-24,0.00018,"001012544"
0.12,2012-07-24,0.00048,"001012695"
0.02,2012-06-12,0.00015,"001012546"
0.12,2012-06-12,9e-04,"001012514"
2e-05,2012-06-12,1.5e-07,"001012764"
9.74998,2012-06-12,0.07312485,"001012887"
0.03,2012-06-12,0.000225,"001012544"
0.08,2012-06-12,6e-04,"001012695"
0.024,2012-06-20,0.0001032,"001012546"
0.144,2012-06-20,0.0006192,"001012514"
2.4e-05,2012-06-20,1.032e-07,"001012764"
11.699976,2012-06-20,0.0503098968,"001012887"
0.036,2012-06-20,0.0001548,"001012544"
0.096,2012-06-20,0.0004128,"001012695"
0.024,2012-07-31,0.0003144,"001012546"
0.144,2012-07-31,0.0018864,"001012514"
2.4e-05,2012-07-31,3.144e-07,"001012764"
11.699976,2012-07-31,0.1532696856,"001012887"
0.036,2012-07-31,0.0004716,"001012544"
0.096,2012-07-31,0.0012576,"001012695"
0.024,2012-07-25,0.0004224,"001012546"
0.144,2012-07-25,0.0025344,"001012514"
2.4e-05,2012-07-25,4.224e-07,"001012764"
11.699976,2012-07-25,0.2059195776,"001012887"
0.036,2012-07-25,0.0006336,"001012544"
0.096,2012-07-25,0.0016896,"001012695"
0.032,2012-06-20,0.0002048,"001012546"
0.192,2012-06-20,0.0012288,"001012514"
3.2e-05,2012-06-20,2.048e-07,"001012764"
15.599968,2012-06-20,0.0998397952,"001012887"
0.048,2012-06-20,0.0003072,"001012544"
0.128,2012-06-20,0.0008192,"001012695"
0.024,2012-05-17,7.2e-06,"001012546"
0.144,2012-05-17,4.32e-05,"001012514"
2.4e-05,2012-05-17,7.2e-09,"001012764"
11.699976,2012-05-17,0.0035099928,"001012887"
0.036,2012-05-17,1.08e-05,"001012544"
0.096,2012-05-17,2.88e-05,"001012695"
0.024,2012-05-24,0.0002712,"001012546"
0.144,2012-05-24,0.0016272,"001012514"
2.4e-05,2012-05-24,2.712e-07,"001012764"
11.699976,2012-05-24,0.1322097288,"001012887"
0.036,2012-05-24,0.0004068,"001012544"
0.096,2012-05-24,0.0010848,"001012695"
0.034,2012-06-25,0.0003162,"001012546"
0.204,2012-06-25,0.0018972,"001012514"
3.4e-05,2012-06-25,3.162e-07,"001012764"
16.574966,2012-06-25,0.1541471838,"001012887"
0.051,2012-06-25,0.0004743,"001012544"
0.136,2012-06-25,0.0012648,"001012695"
0.012,2012-06-10,3e-05,"001012546"
0.072,2012-06-10,0.00018,"001012514"
1.2e-05,2012-06-10,3e-08,"001012764"
5.849988,2012-06-10,0.01462497,"001012887"
0.018,2012-06-10,4.5e-05,"001012544"
